credito_id,max_dias_mora_6m,cuotas_observadas,pct_pagadas_tiempo,n_cuotas_con_mora,mora_30
CR000119,27,6,0.8333333333333334,1,0
CR000120,0,3,1.0,0,0
CR000121,0,6,1.0,0,0
CR000122,37,6,0.5,3,1
CR000123,7,3,0.6666666666666666,1,0
CR000124,0,6,1.0,0,0
CR000125,0,6,1.0,0,0
CR000127,45,6,0.8333333333333334,1,1
CR000128,0,6,1.0,0,0
CR000129,5,6,0.8333333333333334,1,0
CR000130,0,6,1.0,0,0
CR000131,86,6,0.6666666666666666,2,1
CR000132,73,6,0.5,3,1
CR000133,0,3,1.0,0,0
CR000134,0,6,1.0,0,0
CR000135,0,3,1.0,0,0
CR000136,0,6,1.0,0,0
CR000137,47,6,0.8333333333333334,1,1
CR000138,13,6,0.6666666666666666,2,0
CR000139,0,4,1.0,0,0
CR000140,0,3,0.6666666666666666,0,0
CR000141,8,3,0.6666666666666666,1,0
CR000142,49,6,0.6666666666666666,2,1
CR000143,0,6,1.0,0,0
CR000144,0,6,1.0,0,0
CR000145,70,6,0.5,3,1
CR000146,0,6,1.0,0,0
CR000147,0,6,1.0,0,0
CR000148,0,3,1.0,0,0
CR000149,4,6,0.8333333333333334,1,0
CR000150,93,6,0.6666666666666666,2,1
CR000151,111,6,0.8333333333333334,1,1
CR000152,44,6,0.6666666666666666,2,1
CR000153,0,3,1.0,0,0
CR000154,0,6,1.0,0,0
CR000155,4,4,0.5,1,0
CR000156,2,3,0.3333333333333333,2,0
CR000157,21,6,0.8333333333333334,1,0
CR000158,1,6,0.8333333333333334,1,0
CR000159,8,6,0.6666666666666666,2,0
CR000160,0,6,1.0,0,0
CR000161,0,6,1.0,0,0
CR000162,0,5,1.0,0,0
CR000163,0,5,0.8,0,0
CR000164,15,3,0.3333333333333333,1,0
CR000165,109,6,0.8333333333333334,1,1
CR000166,3,3,0.6666666666666666,1,0
CR000167,14,3,0.6666666666666666,1,0
CR000168,0,6,1.0,0,0
CR000169,0,6,1.0,0,0
CR000170,0,3,1.0,0,0
CR000171,0,6,1.0,0,0
CR000173,0,3,1.0,0,0
CR000174,48,6,0.6666666666666666,2,1
CR000175,0,6,1.0,0,0
CR000176,0,6,1.0,0,0
CR000177,20,6,0.8333333333333334,1,0
CR000178,0,6,1.0,0,0
CR000179,26,6,0.8333333333333334,1,0
CR000180,0,6,1.0,0,0
CR000181,6,3,0.0,3,0
CR000182,15,3,0.6666666666666666,1,0
CR000183,0,6,1.0,0,0
CR000184,0,6,1.0,0,0
CR000185,0,6,1.0,0,0
CR000186,0,5,1.0,0,0
CR000187,34,3,0.6666666666666666,1,1
CR000188,0,6,0.8333333333333334,0,0
CR000189,50,6,0.6666666666666666,2,1
CR000190,0,6,1.0,0,0
CR000191,0,6,1.0,0,0
CR000192,0,4,0.75,0,0
CR000193,98,6,0.8333333333333334,1,1
CR000194,3,6,0.8333333333333334,1,0
CR000195,0,3,1.0,0,0
CR000196,56,3,0.6666666666666666,1,1
CR000197,0,6,1.0,0,0
CR000198,40,6,0.8333333333333334,1,1
CR000199,0,6,0.8333333333333334,0,0
CR000200,39,3,0.6666666666666666,1,1
CR000201,82,6,0.3333333333333333,3,1
CR000202,0,5,0.8,0,0
CR000203,0,6,1.0,0,0
CR000204,0,3,1.0,0,0
CR000205,54,6,0.8333333333333334,1,1
CR000206,0,6,1.0,0,0
CR000207,12,3,0.3333333333333333,2,0
CR000209,13,5,0.8,1,0
CR000210,0,4,1.0,0,0
CR000211,17,6,0.5,3,0
CR000212,7,5,0.8,1,0
CR000213,0,6,1.0,0,0
CR000214,0,6,1.0,0,0
CR000215,26,6,0.8333333333333334,1,0
CR000216,11,6,0.8333333333333334,1,0
CR000217,6,6,0.8333333333333334,1,0
CR000218,29,6,0.5,3,0
CR000219,0,6,1.0,0,0
CR000220,48,4,0.75,1,1
CR000221,0,6,1.0,0,0
CR000222,0,3,1.0,0,0
CR000223,0,3,1.0,0,0
CR000224,0,6,0.8333333333333334,0,0
CR000225,51,6,0.5,3,1
CR000227,0,6,1.0,0,0
CR000228,51,6,0.8333333333333334,1,1
CR000229,11,5,0.4,3,0
CR000230,24,3,0.3333333333333333,1,0
CR000231,43,6,0.5,3,1
CR000232,0,6,1.0,0,0
CR000233,0,6,1.0,0,0
CR000234,0,3,1.0,0,0
CR000235,0,6,1.0,0,0
CR000236,6,6,0.8333333333333334,1,0
CR000237,5,4,0.75,1,0
CR000238,0,3,0.6666666666666666,0,0
CR000239,82,6,0.3333333333333333,4,1
CR000240,0,5,1.0,0,0
CR000241,29,6,0.8333333333333334,1,0
CR000242,36,6,0.5,3,1
CR000243,1,3,0.6666666666666666,1,0
CR000244,0,6,1.0,0,0
CR000245,0,5,1.0,0,0
CR000246,0,6,1.0,0,0
CR000247,14,6,0.8333333333333334,1,0
CR000248,30,3,0.3333333333333333,2,0
CR000249,32,6,0.6666666666666666,2,1
CR000250,0,6,1.0,0,0
CR000251,0,3,1.0,0,0
CR000252,10,6,0.5,3,0
CR000253,0,3,1.0,0,0
CR000254,14,6,0.8333333333333334,1,0
CR000255,0,6,1.0,0,0
CR000256,0,6,1.0,0,0
CR000257,3,6,0.8333333333333334,1,0
CR000258,0,6,1.0,0,0
CR000259,115,6,0.5,3,1
CR000260,0,6,1.0,0,0
CR000261,0,6,1.0,0,0
CR000262,0,6,1.0,0,0
CR000263,93,6,0.3333333333333333,4,1
CR000264,27,6,0.6666666666666666,2,0
CR000265,0,6,1.0,0,0
CR000267,19,6,0.8333333333333334,1,0
CR000268,0,6,1.0,0,0
CR000269,53,6,0.8333333333333334,1,1
CR000270,94,6,0.8333333333333334,1,1
CR000271,0,6,1.0,0,0
CR000272,0,6,1.0,0,0
CR000273,0,4,0.75,0,0
CR000275,18,3,0.6666666666666666,1,0
CR000276,0,6,1.0,0,0
CR000277,0,6,1.0,0,0
CR000278,0,6,1.0,0,0
CR000279,0,6,1.0,0,0
CR000280,0,3,1.0,0,0
CR000281,0,3,1.0,0,0
CR000282,0,6,1.0,0,0
CR000283,0,3,1.0,0,0
CR000284,6,3,0.6666666666666666,1,0
CR000285,0,3,1.0,0,0
CR000286,0,6,1.0,0,0
CR000288,6,3,0.3333333333333333,2,0
CR000289,0,4,0.75,0,0
CR000290,46,6,0.5,2,1
CR000291,45,6,0.0,6,1
CR000292,4,4,0.25,2,0
CR000293,36,6,0.8333333333333334,1,1
CR000294,18,6,0.5,3,0
CR000295,0,4,1.0,0,0
CR000296,17,5,0.6,1,0
CR000297,0,5,1.0,0,0
CR000298,0,3,1.0,0,0
CR000299,29,6,0.6666666666666666,2,0
CR000300,0,6,1.0,0,0
CR000301,0,6,1.0,0,0
CR000302,50,6,0.3333333333333333,4,1
CR000303,22,6,0.8333333333333334,1,0
CR000304,0,6,1.0,0,0
CR000305,14,6,0.8333333333333334,1,0
CR000306,6,6,0.6666666666666666,2,0
CR000307,32,3,0.6666666666666666,1,1
CR000308,86,6,0.8333333333333334,1,1
CR000309,0,6,1.0,0,0
CR000310,0,4,1.0,0,0
CR000311,2,6,0.8333333333333334,1,0
CR000312,0,6,1.0,0,0
CR000313,0,6,1.0,0,0
CR000314,0,6,1.0,0,0
CR000315,47,6,0.3333333333333333,4,1
CR000316,3,3,0.3333333333333333,1,0
CR000317,0,6,1.0,0,0
CR000318,0,6,1.0,0,0
CR000319,51,6,0.8333333333333334,1,1
CR000320,5,6,0.8333333333333334,1,0
CR000321,0,6,1.0,0,0
CR000322,6,3,0.3333333333333333,2,0
CR000323,10,6,0.6666666666666666,2,0
CR000324,0,3,1.0,0,0
CR000325,0,6,1.0,0,0
CR000326,0,6,1.0,0,0
CR000327,68,6,0.16666666666666666,5,1
CR000328,29,6,0.3333333333333333,4,0
CR000329,0,6,0.8333333333333334,0,0
CR000330,23,6,0.8333333333333334,1,0
CR000331,0,6,1.0,0,0
CR000332,0,6,1.0,0,0
CR000333,0,6,1.0,0,0
CR000334,0,5,1.0,0,0
CR000336,0,4,0.75,0,0
CR000337,1,6,0.8333333333333334,1,0
CR000338,50,3,0.6666666666666666,1,1
CR000339,14,3,0.6666666666666666,1,0
CR000340,0,6,1.0,0,0
CR000341,60,6,0.8333333333333334,1,1
CR000342,15,3,0.3333333333333333,1,0
CR000343,0,3,1.0,0,0
CR000344,6,3,0.0,2,0
CR000346,58,6,0.6666666666666666,2,1
CR000347,0,6,1.0,0,0
CR000348,0,6,1.0,0,0
CR000349,37,6,0.6666666666666666,2,1
CR000351,52,6,0.6666666666666666,2,1
CR000352,0,6,1.0,0,0
CR000353,0,6,1.0,0,0
CR000354,1,6,0.8333333333333334,1,0
CR000355,0,6,1.0,0,0
CR000356,0,6,1.0,0,0
CR000357,0,3,1.0,0,0
CR000358,6,5,0.6,1,0
CR000360,3,6,0.6666666666666666,2,0
CR000361,0,3,1.0,0,0
CR000362,59,3,0.0,3,1
CR000363,57,3,0.3333333333333333,2,1
CR000364,0,3,1.0,0,0
CR000365,0,6,1.0,0,0
CR000366,0,6,1.0,0,0
CR000367,0,4,1.0,0,0
CR000368,0,6,1.0,0,0
CR000369,38,3,0.6666666666666666,1,1
CR000370,14,6,0.8333333333333334,1,0
CR000371,0,3,0.6666666666666666,0,0
CR000372,0,6,1.0,0,0
CR000373,10,6,0.8333333333333334,1,0
CR000374,67,6,0.5,3,1
CR000376,11,6,0.6666666666666666,2,0
CR000377,12,4,0.75,1,0
CR000378,59,6,0.0,6,1
CR000379,32,3,0.3333333333333333,2,1
CR000381,49,3,0.3333333333333333,1,1
CR000382,58,6,0.5,3,1
CR000383,34,6,0.8333333333333334,1,1
CR000384,52,6,0.8333333333333334,1,1
CR000385,20,6,0.8333333333333334,1,0
CR000386,0,6,1.0,0,0
CR000387,0,6,1.0,0,0
CR000388,0,6,1.0,0,0
CR000389,0,6,0.8333333333333334,0,0
CR000390,5,3,0.3333333333333333,2,0
CR000391,86,6,0.3333333333333333,4,1
CR000392,0,6,1.0,0,0
CR000394,82,6,0.5,3,1
CR000395,0,6,1.0,0,0
CR000396,0,6,1.0,0,0
CR000397,0,3,0.6666666666666666,0,0
CR000399,0,4,0.75,0,0
CR000400,0,6,1.0,0,0
CR000401,13,5,0.8,1,0
CR000402,0,4,1.0,0,0
CR000403,38,6,0.5,3,1
CR000404,0,6,1.0,0,0
CR000406,0,6,1.0,0,0
CR000407,24,6,0.8333333333333334,1,0
CR000408,106,6,0.6666666666666666,2,1
CR000409,55,6,0.5,3,1
CR000410,0,6,1.0,0,0
CR000411,0,6,1.0,0,0
CR000412,0,3,1.0,0,0
CR000414,24,4,0.5,1,0
CR000415,43,3,0.6666666666666666,1,1
CR000416,11,6,0.8333333333333334,1,0
CR000417,0,5,1.0,0,0
CR000418,0,6,1.0,0,0
CR000420,28,6,0.5,3,0
CR000421,0,3,1.0,0,0
CR000422,5,6,0.8333333333333334,1,0
CR000423,0,4,0.75,0,0
CR000424,0,6,1.0,0,0
CR000425,0,3,0.6666666666666666,0,0
CR000426,0,4,0.75,0,0
CR000427,117,6,0.5,3,1
CR000428,30,6,0.6666666666666666,2,0
CR000429,39,4,0.25,3,1
CR000430,0,6,1.0,0,0
CR000431,0,6,1.0,0,0
CR000432,5,6,0.8333333333333334,1,0
CR000434,0,5,1.0,0,0
CR000435,4,6,0.8333333333333334,1,0
CR000436,17,6,0.8333333333333334,1,0
CR000437,0,6,1.0,0,0
CR000438,6,6,0.6666666666666666,2,0
CR000440,7,6,0.8333333333333334,1,0
CR000441,59,6,0.8333333333333334,1,1
CR000442,0,6,1.0,0,0
CR000443,0,6,1.0,0,0
CR000444,11,3,0.3333333333333333,2,0
CR000446,0,4,1.0,0,0
CR000448,56,6,0.8333333333333334,1,1
CR000449,0,6,1.0,0,0
CR000450,0,3,1.0,0,0
CR000451,0,6,1.0,0,0
CR000452,16,6,0.8333333333333334,1,0
CR000453,6,6,0.8333333333333334,1,0
CR000454,0,3,1.0,0,0
CR000455,0,4,0.75,0,0
CR000456,6,3,0.0,2,0
CR000457,0,3,1.0,0,0
CR000458,41,6,0.5,3,1
CR000459,0,6,1.0,0,0
CR000460,20,6,0.8333333333333334,1,0
CR000461,17,6,0.6666666666666666,2,0
CR000462,0,6,1.0,0,0
CR000463,0,6,1.0,0,0
CR000464,109,6,0.8333333333333334,1,1
CR000465,0,6,1.0,0,0
CR000466,4,3,0.6666666666666666,1,0
CR000467,0,4,1.0,0,0
CR000468,0,6,1.0,0,0
CR000470,0,5,0.8,0,0
CR000471,6,6,0.8333333333333334,1,0
CR000472,57,4,0.5,2,1
CR000473,22,3,0.6666666666666666,1,0
CR000474,15,6,0.5,3,0
CR000475,4,6,0.8333333333333334,1,0
CR000476,63,6,0.16666666666666666,4,1
CR000477,0,3,1.0,0,0
CR000478,32,6,0.8333333333333334,1,1
CR000479,0,3,1.0,0,0
CR000480,0,3,1.0,0,0
CR000481,27,3,0.3333333333333333,2,0
CR000482,4,6,0.6666666666666666,2,0
CR000483,0,3,1.0,0,0
CR000484,0,4,1.0,0,0
CR000485,22,6,0.5,3,0
CR000487,0,3,1.0,0,0
CR000488,26,6,0.8333333333333334,1,0
CR000489,0,6,1.0,0,0
CR000490,0,6,1.0,0,0
CR000491,53,3,0.6666666666666666,1,1
CR000492,58,6,0.5,3,1
CR000493,108,6,0.5,3,1
CR000495,32,3,0.6666666666666666,1,1
CR000496,42,6,0.6666666666666666,2,1
CR000497,1,6,0.6666666666666666,1,0
CR000498,51,3,0.0,3,1
CR000499,0,6,1.0,0,0
CR000500,0,3,0.6666666666666666,0,0
CR000502,0,6,1.0,0,0
CR000503,0,3,1.0,0,0
CR000504,45,4,0.0,4,1
CR000505,29,3,0.0,3,0
CR000507,0,6,1.0,0,0
CR000508,0,6,1.0,0,0
CR000509,4,6,0.8333333333333334,1,0
CR000510,0,6,1.0,0,0
CR000511,26,6,0.8333333333333334,1,0
CR000512,0,6,1.0,0,0
CR000513,63,6,0.6666666666666666,2,1
CR000514,0,3,1.0,0,0
CR000515,0,3,1.0,0,0
CR000516,0,6,1.0,0,0
CR000517,0,5,0.8,0,0
CR000518,0,6,1.0,0,0
CR000519,0,6,1.0,0,0
CR000520,0,6,1.0,0,0
CR000521,53,6,0.8333333333333334,1,1
CR000522,51,6,0.3333333333333333,4,1
CR000523,60,3,0.0,3,1
CR000524,0,3,0.6666666666666666,0,0
CR000525,19,6,0.3333333333333333,4,0
CR000526,0,3,1.0,0,0
CR000527,6,6,0.8333333333333334,1,0
CR000529,17,6,0.8333333333333334,1,0
CR000530,19,6,0.8333333333333334,1,0
CR000531,0,6,1.0,0,0
CR000532,81,6,0.8333333333333334,1,1
CR000533,0,6,1.0,0,0
CR000534,0,6,1.0,0,0
CR000535,0,6,1.0,0,0
CR000536,0,3,1.0,0,0
CR000537,0,6,1.0,0,0
CR000538,0,3,1.0,0,0
CR000539,47,6,0.5,3,1
CR000540,17,6,0.8333333333333334,1,0
CR000541,0,6,1.0,0,0
CR000542,0,3,1.0,0,0
CR000543,54,6,0.6666666666666666,2,1
CR000544,0,6,1.0,0,0
CR000545,0,6,1.0,0,0
CR000546,21,6,0.8333333333333334,1,0
CR000548,0,6,1.0,0,0
CR000549,0,6,1.0,0,0
CR000550,48,6,0.5,3,1
CR000551,0,6,1.0,0,0
CR000552,0,6,1.0,0,0
CR000553,0,6,1.0,0,0
CR000554,87,6,0.5,3,1
CR000555,70,6,0.6666666666666666,2,1
CR000556,0,3,1.0,0,0
CR000557,24,3,0.3333333333333333,2,0
CR000559,0,6,1.0,0,0
CR000560,0,6,1.0,0,0
CR000561,11,6,0.8333333333333334,1,0
CR000562,0,3,1.0,0,0
CR000563,0,6,1.0,0,0
CR000564,59,6,0.8333333333333334,1,1
CR000566,10,6,0.6666666666666666,2,0
CR000568,0,6,1.0,0,0
CR000571,0,6,1.0,0,0
CR000572,55,4,0.0,3,1
CR000573,0,6,1.0,0,0
CR000574,0,3,1.0,0,0
CR000575,0,4,1.0,0,0
CR000576,0,6,1.0,0,0
CR000577,0,6,1.0,0,0
CR000578,23,3,0.6666666666666666,1,0
CR000579,74,6,0.5,3,1
CR000581,0,6,1.0,0,0
CR000582,28,6,0.8333333333333334,1,0
CR000583,0,6,1.0,0,0
CR000585,0,6,1.0,0,0
CR000586,0,3,1.0,0,0
CR000587,16,6,0.8333333333333334,1,0
CR000588,0,6,1.0,0,0
CR000589,1,6,0.8333333333333334,1,0
CR000590,0,6,1.0,0,0
CR000591,8,6,0.8333333333333334,1,0
CR000592,16,6,0.6666666666666666,2,0
CR000593,0,6,1.0,0,0
CR000594,65,6,0.3333333333333333,4,1
CR000595,70,6,0.6666666666666666,2,1
CR000596,7,6,0.6666666666666666,2,0
CR000597,0,3,1.0,0,0
CR000598,0,6,1.0,0,0
CR000599,0,6,1.0,0,0
CR000600,0,6,1.0,0,0
CR000601,0,6,1.0,0,0
CR000602,8,6,0.8333333333333334,1,0
CR000603,0,6,1.0,0,0
CR000604,0,4,0.75,0,0
CR000605,0,4,1.0,0,0
CR000606,0,4,0.75,0,0
CR000607,0,6,1.0,0,0
CR000608,25,6,0.6666666666666666,2,0
CR000609,0,6,1.0,0,0
CR000610,23,6,0.6666666666666666,2,0
CR000611,0,6,1.0,0,0
CR000612,27,6,0.5,3,0
CR000613,0,6,1.0,0,0
CR000614,0,6,1.0,0,0
CR000615,0,6,1.0,0,0
CR000616,0,5,0.8,0,0
CR000617,0,6,1.0,0,0
CR000618,96,6,0.3333333333333333,4,1
CR000619,41,6,0.6666666666666666,2,1
CR000621,33,6,0.8333333333333334,1,1
CR000622,54,6,0.6666666666666666,1,1
CR000623,6,3,0.3333333333333333,1,0
CR000624,3,6,0.8333333333333334,1,0
CR000625,0,5,0.8,0,0
CR000626,0,6,1.0,0,0
CR000628,30,6,0.16666666666666666,5,0
CR000629,113,6,0.6666666666666666,2,1
CR000630,21,6,0.6666666666666666,2,0
CR000631,0,4,1.0,0,0
CR000632,13,6,0.6666666666666666,2,0
CR000634,0,5,0.8,0,0
CR000635,32,6,0.6666666666666666,2,1
CR000636,44,6,0.3333333333333333,3,1
CR000637,0,3,1.0,0,0
CR000638,0,4,0.75,0,0
CR000639,0,4,0.75,0,0
CR000640,74,6,0.8333333333333334,1,1
CR000641,35,6,0.8333333333333334,1,1
CR000642,0,6,1.0,0,0
CR000643,60,5,0.2,4,1
CR000644,0,3,1.0,0,0
CR000645,13,3,0.3333333333333333,2,0
CR000646,22,3,0.6666666666666666,1,0
CR000647,51,6,0.8333333333333334,1,1
CR000648,0,6,1.0,0,0
CR000649,47,6,0.8333333333333334,1,1
CR000650,32,6,0.16666666666666666,5,1
CR000651,0,6,1.0,0,0
CR000652,0,6,1.0,0,0
CR000653,19,6,0.8333333333333334,1,0
CR000654,5,3,0.6666666666666666,1,0
CR000655,0,6,1.0,0,0
CR000656,1,6,0.6666666666666666,1,0
CR000657,39,6,0.5,3,1
CR000658,0,6,1.0,0,0
CR000659,109,6,0.8333333333333334,1,1
CR000660,39,6,0.3333333333333333,4,1
CR000661,5,6,0.8333333333333334,1,0
CR000663,23,3,0.6666666666666666,1,0
CR000664,83,6,0.5,3,1
CR000665,3,6,0.8333333333333334,1,0
CR000667,0,3,1.0,0,0
CR000668,0,6,1.0,0,0
CR000669,60,6,0.6666666666666666,2,1
CR000670,51,4,0.5,1,1
CR000671,0,4,1.0,0,0
CR000673,4,6,0.8333333333333334,1,0
CR000674,36,6,0.8333333333333334,1,1
CR000675,0,6,1.0,0,0
CR000677,0,3,1.0,0,0
CR000678,76,6,0.6666666666666666,2,1
CR000679,0,3,1.0,0,0
CR000680,8,6,0.8333333333333334,1,0
CR000682,0,6,1.0,0,0
CR000683,0,6,1.0,0,0
CR000684,5,6,0.8333333333333334,1,0
CR000685,0,3,1.0,0,0
CR000686,0,3,0.6666666666666666,0,0
CR000687,34,6,0.6666666666666666,2,1
CR000688,19,4,0.0,3,0
CR000691,0,6,1.0,0,0
CR000692,37,4,0.5,2,1
CR000694,29,6,0.8333333333333334,1,0
CR000695,0,6,1.0,0,0
CR000696,0,6,0.8333333333333334,0,0
CR000697,0,4,1.0,0,0
CR000698,25,6,0.6666666666666666,2,0
CR000699,0,6,1.0,0,0
CR000700,0,6,1.0,0,0
CR000701,0,3,1.0,0,0
CR000702,0,6,1.0,0,0
CR000704,56,6,0.6666666666666666,2,1
CR000705,0,6,1.0,0,0
CR000706,0,6,1.0,0,0
CR000707,47,3,0.3333333333333333,2,1
CR000708,0,6,1.0,0,0
CR000709,0,6,1.0,0,0
CR000711,0,3,1.0,0,0
CR000713,3,6,0.8333333333333334,1,0
CR000714,15,6,0.8333333333333334,1,0
CR000715,0,5,0.8,0,0
CR000716,23,4,0.5,1,0
CR000718,60,6,0.8333333333333334,1,1
CR000719,0,6,1.0,0,0
CR000720,0,6,1.0,0,0
CR000721,3,6,0.8333333333333334,1,0
CR000722,0,3,1.0,0,0
CR000723,0,6,1.0,0,0
CR000724,32,6,0.8333333333333334,1,1
CR000725,0,3,1.0,0,0
CR000726,0,4,1.0,0,0
CR000727,26,6,0.8333333333333334,1,0
CR000728,19,6,0.8333333333333334,1,0
CR000729,0,6,1.0,0,0
CR000730,46,6,0.8333333333333334,1,1
CR000731,65,6,0.6666666666666666,2,1
CR000732,13,3,0.3333333333333333,2,0
CR000733,22,6,0.8333333333333334,1,0
CR000734,96,6,0.6666666666666666,2,1
CR000735,0,6,1.0,0,0
CR000736,0,6,1.0,0,0
CR000737,0,6,0.8333333333333334,0,0
CR000738,0,6,0.8333333333333334,0,0
CR000739,120,6,0.8333333333333334,1,1
CR000740,41,6,0.3333333333333333,4,1
CR000741,6,6,0.8333333333333334,1,0
CR000742,0,6,1.0,0,0
CR000743,6,4,0.75,1,0
CR000744,0,3,0.6666666666666666,0,0
CR000745,0,6,1.0,0,0
CR000746,0,6,1.0,0,0
CR000747,0,3,1.0,0,0
CR000749,9,6,0.6666666666666666,2,0
CR000750,0,6,1.0,0,0
CR000751,95,6,0.6666666666666666,2,1
CR000752,43,6,0.5,3,1
CR000753,34,6,0.5,3,1
CR000754,0,4,0.75,0,0
CR000755,0,3,1.0,0,0
CR000756,60,6,0.5,3,1
CR000757,86,3,0.6666666666666666,1,1
CR000758,0,3,0.6666666666666666,0,0
CR000759,24,4,0.5,1,0
CR000760,13,6,0.8333333333333334,1,0
CR000762,0,3,1.0,0,0
CR000763,26,4,0.75,1,0
CR000764,0,6,1.0,0,0
CR000766,7,6,0.8333333333333334,1,0
CR000767,19,6,0.8333333333333334,1,0
CR000768,27,6,0.3333333333333333,4,0
CR000769,0,6,1.0,0,0
CR000770,40,6,0.8333333333333334,1,1
CR000771,0,6,1.0,0,0
CR000772,0,6,1.0,0,0
CR000773,51,6,0.5,3,1
CR000774,0,6,1.0,0,0
CR000775,0,6,1.0,0,0
CR000776,0,6,1.0,0,0
CR000777,12,3,0.3333333333333333,2,0
CR000778,3,6,0.8333333333333334,1,0
CR000779,57,6,0.6666666666666666,2,1
CR000780,0,3,1.0,0,0
CR000781,23,6,0.16666666666666666,4,0
CR000782,0,4,1.0,0,0
CR000783,34,6,0.5,3,1
CR000784,12,6,0.8333333333333334,1,0
CR000786,0,3,1.0,0,0
CR000787,0,6,1.0,0,0
CR000788,0,6,1.0,0,0
CR000790,0,3,1.0,0,0
CR000791,0,6,1.0,0,0
CR000792,24,6,0.8333333333333334,1,0
